0.0 	0.0000 	0.0000 	0.0000
1.0 	0.0275 	0.0392 	0.0199
2.0 	0.0423 	0.0621 	0.0296
3.0 	0.0559 	0.0820 	0.0384
4.0 	0.0684 	0.0997 	0.0471
5.0 	0.0814 	0.1192 	0.0553
6.0 	0.0947 	0.1409 	0.0631
7.0 	0.1068 	0.1590 	0.0709
8.0 	0.1191 	0.1784 	0.0793
9.0 	0.1322 	0.1984 	0.0877
10.0 	0.1450 	0.2185 	0.0960
11.0 	0.1571 	0.2363 	0.1040
12.0 	0.1708 	0.2580 	0.1128
13.0 	0.1827 	0.2781 	0.1193
14.0 	0.1950 	0.2986 	0.1266
15.0 	0.2049 	0.3132 	0.1333
16.0 	0.2155 	0.3278 	0.1406
17.0 	0.2297 	0.3526 	0.1493
18.0 	0.2021 	0.3252 	0.1275
19.0 	0.3136 	0.4264 	0.2186
20.0 	0.2394 	0.3715 	0.1514
21.0 	0.2604 	0.3947 	0.1687
22.0 	0.2696 	0.4132 	0.1749
23.0 	0.2794 	0.4275 	0.1814
24.0 	0.2883 	0.4386 	0.1864
25.0 	0.2996 	0.4556 	0.1941
26.0 	0.3068 	0.4675 	0.1964
27.0 	0.3173 	0.4866 	0.2031
28.0 	0.3255 	0.4993 	0.2084
29.0 	0.3340 	0.5114 	0.2140
30.0 	0.3459 	0.5308 	0.2217
31.0 	0.3544 	0.5443 	0.2277
32.0 	0.3641 	0.5609 	0.2329
33.0 	0.3720 	0.5734 	0.2388
34.0 	0.3825 	0.5900 	0.2438
35.0 	0.3935 	0.6095 	0.2495
36.0 	0.4019 	0.6241 	0.2558
37.0 	0.4111 	0.6405 	0.2606
38.0 	0.4217 	0.6528 	0.2687
39.0 	0.4294 	0.6722 	0.2699
40.0 	0.4325 	0.6728 	0.2716
41.0 	0.4424 	0.6878 	0.2779
42.0 	0.4489 	0.6982 	0.2826
43.0 	0.4556 	0.7060 	0.2867
44.0 	0.4645 	0.7273 	0.2900
45.0 	0.4715 	0.7354 	0.2962
46.0 	0.4798 	0.7501 	0.2993
47.0 	0.4840 	0.7550 	0.3006
48.0 	0.4935 	0.7688 	0.3087
49.0 	0.4971 	0.7739 	0.3093
50.0 	0.5022 	0.7811 	0.3111
51.0 	0.5098 	0.7975 	0.3140
52.0 	0.5172 	0.8025 	0.3205
53.0 	0.5269 	0.8197 	0.3252
54.0 	0.5303 	0.8415 	0.3236
55.0 	0.5189 	0.8282 	0.3147
56.0 	0.5219 	0.8453 	0.3168
57.0 	0.6718 	0.9353 	0.4429
58.0 	0.5245 	0.8433 	0.3170
59.0 	0.5568 	0.8611 	0.3449
60.0 	0.5646 	0.8758 	0.3493
61.0 	0.5734 	0.8878 	0.3571
62.0 	0.5766 	0.8950 	0.3583
63.0 	0.5812 	0.8965 	0.3647
64.0 	0.5858 	0.9004 	0.3698
65.0 	0.5973 	0.9180 	0.3756
66.0 	0.6013 	0.9187 	0.3844
67.0 	0.6031 	0.9224 	0.3817
68.0 	0.6090 	0.9324 	0.3857
69.0 	0.6175 	0.9408 	0.3943
70.0 	0.6180 	0.9455 	0.3963
71.0 	0.6166 	0.9425 	0.3992
72.0 	0.6243 	0.9527 	0.4048
73.0 	0.6278 	0.9524 	0.4068
74.0 	0.6294 	0.9519 	0.4091
75.0 	0.6380 	0.9655 	0.4125
76.0 	0.6393 	0.9607 	0.4157
77.0 	0.6427 	0.9708 	0.4172
78.0 	0.6520 	0.9776 	0.4245
79.0 	0.6546 	0.9833 	0.4295
80.0 	0.6658 	0.9969 	0.4359
81.0 	0.6671 	0.9929 	0.4374
82.0 	0.6780 	1.0098 	0.4445
83.0 	0.6820 	1.0139 	0.4486
84.0 	0.6823 	1.0109 	0.4496
85.0 	0.6942 	1.0360 	0.4584
86.0 	0.6959 	1.0313 	0.4658
87.0 	0.7024 	1.0379 	0.4721
88.0 	0.7002 	1.0389 	0.4714
89.0 	0.7106 	1.0568 	0.4741
90.0 	0.7182 	1.0796 	0.4780
91.0 	0.6710 	0.9924 	0.4465
92.0 	0.7306 	1.1051 	0.4902
93.0 	0.7180 	1.0608 	0.4849
94.0 	0.6807 	1.0509 	0.4464
95.0 	0.8865 	1.1473 	0.6535
96.0 	0.6892 	1.0527 	0.4527
97.0 	0.7310 	1.0761 	0.4965
98.0 	0.7361 	1.0856 	0.4991
99.0 	0.7379 	1.0787 	0.5057
100.0 	0.7389 	1.0733 	0.5051
101.0 	0.7438 	1.0788 	0.5137
102.0 	0.7473 	1.0765 	0.5186
103.0 	0.7505 	1.0781 	0.5216
104.0 	0.7506 	1.0724 	0.5247
105.0 	0.7526 	1.0774 	0.5264
106.0 	0.7630 	1.0908 	0.5341
107.0 	0.7663 	1.0891 	0.5390
108.0 	0.7688 	1.0921 	0.5419
109.0 	0.7693 	1.0910 	0.5429
110.0 	0.7748 	1.0953 	0.5480
111.0 	0.7819 	1.1130 	0.5497
112.0 	0.7838 	1.1095 	0.5526
113.0 	0.7896 	1.1087 	0.5570
114.0 	0.7841 	1.1004 	0.5525
115.0 	0.7920 	1.1109 	0.5583
116.0 	0.7952 	1.1092 	0.5582
117.0 	0.7966 	1.1038 	0.5631
118.0 	0.7929 	1.0951 	0.5607
119.0 	0.7923 	1.0907 	0.5623
120.0 	0.7993 	1.1035 	0.5663
121.0 	0.8046 	1.1083 	0.5668
122.0 	0.8079 	1.1172 	0.5702
123.0 	0.8105 	1.1108 	0.5754
124.0 	0.8073 	1.1070 	0.5719
125.0 	0.8178 	1.1233 	0.5775
126.0 	0.8216 	1.1295 	0.5839
127.0 	0.8294 	1.1579 	0.5853
128.0 	0.8229 	1.1403 	0.5832
129.0 	0.8363 	1.1469 	0.5988
130.0 	0.8369 	1.1342 	0.6019
131.0 	0.8508 	1.1519 	0.6085
132.0 	0.7967 	1.1312 	0.5597
133.0 	1.0241 	1.2634 	0.7739
134.0 	0.8057 	1.1221 	0.5749
135.0 	0.8640 	1.1617 	0.6244
136.0 	0.8784 	1.1834 	0.6320
137.0 	0.8761 	1.1761 	0.6312
138.0 	0.8842 	1.1858 	0.6376
139.0 	0.8842 	1.1800 	0.6397
140.0 	0.8871 	1.1805 	0.6454
141.0 	0.8913 	1.1809 	0.6532
142.0 	0.8952 	1.1819 	0.6575
143.0 	0.8951 	1.1699 	0.6569
144.0 	0.8995 	1.1708 	0.6600
145.0 	0.9083 	1.1780 	0.6652
146.0 	0.9094 	1.1830 	0.6641
147.0 	0.9120 	1.1827 	0.6669
148.0 	0.9132 	1.1889 	0.6668
149.0 	0.9219 	1.2004 	0.6756
150.0 	0.9313 	1.2113 	0.6854
151.0 	0.9336 	1.2132 	0.6861
152.0 	0.9357 	1.2169 	0.6844
153.0 	0.9361 	1.2233 	0.6787
154.0 	0.9392 	1.2258 	0.6826
155.0 	0.9400 	1.2263 	0.6832
156.0 	0.9461 	1.2366 	0.6862
157.0 	0.9454 	1.2326 	0.6873
158.0 	0.9513 	1.2405 	0.6909
159.0 	0.9552 	1.2481 	0.6900
160.0 	0.9605 	1.2533 	0.6908
161.0 	0.9637 	1.2567 	0.6949
162.0 	0.9650 	1.2591 	0.6955
163.0 	0.9815 	1.2874 	0.6980
164.0 	0.9826 	1.2980 	0.6905
165.0 	0.9959 	1.3056 	0.7092
166.0 	0.9912 	1.2980 	0.7103
167.0 	0.9981 	1.3071 	0.7178
168.0 	1.0088 	1.3203 	0.7264
169.0 	1.0069 	1.3159 	0.7262
170.0 	0.9399 	1.2449 	0.6751
171.0 	1.2199 	1.5138 	0.9066
172.0 	0.9731 	1.2798 	0.6979
173.0 	1.0315 	1.3464 	0.7426
174.0 	1.0349 	1.3504 	0.7454
175.0 	1.0407 	1.3573 	0.7500
176.0 	1.0442 	1.3564 	0.7540
177.0 	1.0521 	1.3649 	0.7640
178.0 	1.0505 	1.3658 	0.7584
179.0 	1.0559 	1.3697 	0.7629
180.0 	1.0563 	1.3648 	0.7649
181.0 	1.0574 	1.3630 	0.7639
182.0 	1.0615 	1.3708 	0.7676
183.0 	1.0654 	1.3731 	0.7713
184.0 	1.0712 	1.3803 	0.7707
185.0 	1.0788 	1.3902 	0.7758
186.0 	1.0790 	1.3866 	0.7770
187.0 	1.0844 	1.3890 	0.7810
188.0 	1.0915 	1.3964 	0.7858
189.0 	1.1022 	1.4053 	0.7935
190.0 	1.1068 	1.4109 	0.7935
191.0 	1.1167 	1.4154 	0.8037
192.0 	1.1198 	1.4192 	0.8084
193.0 	1.1279 	1.4277 	0.8124
194.0 	1.1300 	1.4300 	0.8123
195.0 	1.1406 	1.4481 	0.8182
196.0 	1.1444 	1.4496 	0.8212
197.0 	1.1550 	1.4660 	0.8275
198.0 	1.1599 	1.4755 	0.8261
199.0 	1.1675 	1.4887 	0.8289
200.0 	1.1680 	1.4996 	0.8215
201.0 	1.1781 	1.5107 	0.8276
202.0 	1.1701 	1.4997 	0.8255
203.0 	1.1664 	1.4961 	0.8232
204.0 	1.1726 	1.5033 	0.8262
205.0 	1.1734 	1.5103 	0.8230
206.0 	1.1722 	1.5140 	0.8181
207.0 	1.1723 	1.5082 	0.8213
208.0 	1.0844 	1.3997 	0.7546
209.0 	1.4307 	1.8931 	1.0163
210.0 	1.1211 	1.4575 	0.7647
211.0 	1.1869 	1.5389 	0.8191
212.0 	1.1960 	1.5521 	0.8236
213.0 	1.2003 	1.5632 	0.8252
214.0 	1.2029 	1.5700 	0.8270
215.0 	1.2053 	1.5822 	0.8209
216.0 	1.2154 	1.5977 	0.8291
217.0 	1.2197 	1.6081 	0.8282
218.0 	1.2295 	1.6225 	0.8341
219.0 	1.2347 	1.6321 	0.8366
220.0 	1.2363 	1.6400 	0.8334
221.0 	1.2394 	1.6501 	0.8344
222.0 	1.2482 	1.6613 	0.8386
223.0 	1.2526 	1.6694 	0.8430
224.0 	1.2495 	1.6713 	0.8373
225.0 	1.2477 	1.6797 	0.8322
226.0 	1.2472 	1.6790 	0.8248
227.0 	1.2453 	1.6866 	0.8184
228.0 	1.2507 	1.6990 	0.8125
229.0 	1.2517 	1.7013 	0.8098
230.0 	1.2489 	1.7014 	0.8093
231.0 	1.2490 	1.7030 	0.8061
232.0 	1.2485 	1.7087 	0.8027
233.0 	1.2544 	1.7207 	0.8014
234.0 	1.2573 	1.7231 	0.8025
235.0 	1.2640 	1.7377 	0.7991
236.0 	1.2805 	1.7678 	0.8005
237.0 	1.2905 	1.7807 	0.8048
238.0 	1.2922 	1.7860 	0.8106
239.0 	1.2805 	1.7680 	0.8072
240.0 	1.2888 	1.7899 	0.8070
241.0 	1.2955 	1.7941 	0.8110
242.0 	1.3133 	1.8210 	0.8168
243.0 	1.3125 	1.8175 	0.8198
244.0 	1.3219 	1.8309 	0.8269
245.0 	1.3087 	1.8021 	0.8211
246.0 	1.2331 	1.6825 	0.7722
247.0 	1.5764 	2.2656 	0.9884
248.0 	1.2686 	1.7377 	0.7970
249.0 	1.3483 	1.8791 	0.8310
250.0 	1.3500 	1.8839 	0.8310
251.0 	1.3575 	1.8954 	0.8330
252.0 	1.3670 	1.9137 	0.8368
253.0 	1.3717 	1.9252 	0.8340
254.0 	1.3796 	1.9408 	0.8357
255.0 	1.3798 	1.9492 	0.8269
256.0 	1.3871 	1.9636 	0.8316
257.0 	1.3915 	1.9749 	0.8302
258.0 	1.4012 	1.9898 	0.8358
259.0 	1.4063 	1.9989 	0.8400
260.0 	1.4179 	2.0187 	0.8398
261.0 	1.4232 	2.0346 	0.8397
262.0 	1.4296 	2.0359 	0.8442
263.0 	1.4340 	2.0468 	0.8438
264.0 	1.4486 	2.0700 	0.8526
265.0 	1.4552 	2.0760 	0.8592
266.0 	1.4651 	2.0963 	0.8596
267.0 	1.4722 	2.1024 	0.8674
268.0 	1.4741 	2.1093 	0.8657
269.0 	1.4828 	2.1143 	0.8729
270.0 	1.4929 	2.1321 	0.8732
271.0 	1.4941 	2.1368 	0.8752
272.0 	1.5082 	2.1652 	0.8804
273.0 	1.5002 	2.1618 	0.8640
274.0 	1.5187 	2.1841 	0.8702
275.0 	1.5152 	2.1765 	0.8780
276.0 	1.5199 	2.1900 	0.8740
277.0 	1.5267 	2.1957 	0.8800
278.0 	1.5363 	2.2075 	0.8853
279.0 	1.5428 	2.2163 	0.8873
280.0 	1.5496 	2.2219 	0.8936
281.0 	1.5601 	2.2461 	0.8959
282.0 	1.5573 	2.2499 	0.8885
283.0 	1.5479 	2.2177 	0.8854
284.0 	1.5089 	2.1407 	0.8855
285.0 	1.8271 	2.7197 	1.0487
286.0 	1.5043 	2.1576 	0.8544
287.0 	1.5858 	2.3007 	0.8952
288.0 	1.5929 	2.3231 	0.8903
289.0 	1.5926 	2.3274 	0.8873
290.0 	1.6074 	2.3532 	0.8972
291.0 	1.6133 	2.3674 	0.8969
292.0 	1.6185 	2.3828 	0.8972
293.0 	1.6215 	2.3931 	0.8963
294.0 	1.6238 	2.4061 	0.8882
295.0 	1.6313 	2.4223 	0.8901
296.0 	1.6418 	2.4406 	0.8928
297.0 	1.6510 	2.4476 	0.9028
298.0 	1.6572 	2.4599 	0.9080
299.0 	1.6751 	2.4856 	0.9186
300.0 	1.6843 	2.5057 	0.9241
301.0 	1.6861 	2.5173 	0.9160
302.0 	1.6941 	2.5271 	0.9271
303.0 	1.7001 	2.5429 	0.9275
304.0 	1.7061 	2.5471 	0.9343
305.0 	1.7084 	2.5566 	0.9411
306.0 	1.7233 	2.5670 	0.9538
307.0 	1.7377 	2.5851 	0.9580
308.0 	1.7387 	2.5994 	0.9595
309.0 	1.7368 	2.6148 	0.9448
310.0 	1.7444 	2.6156 	0.9562
311.0 	1.7534 	2.6255 	0.9651
312.0 	1.7728 	2.6383 	0.9901
313.0 	1.7710 	2.6356 	0.9869
314.0 	1.7844 	2.6591 	0.9943
315.0 	1.7922 	2.6617 	1.0059
316.0 	1.8105 	2.7004 	1.0097
317.0 	1.8107 	2.7000 	1.0123
318.0 	1.8158 	2.7121 	1.0138
319.0 	1.8189 	2.7198 	1.0143
320.0 	1.8283 	2.7312 	1.0229
321.0 	1.8032 	2.6694 	1.0224
322.0 	1.7424 	2.5608 	0.9702
323.0 	2.1830 	3.3569 	1.2426
324.0 	1.7753 	2.6199 	0.9933
325.0 	1.8501 	2.7740 	1.0406
326.0 	1.8424 	2.7740 	1.0317
327.0 	1.8529 	2.7970 	1.0365
328.0 	1.8554 	2.8077 	1.0334
329.0 	1.8593 	2.8071 	1.0421
330.0 	1.8640 	2.8197 	1.0368
331.0 	1.8764 	2.8529 	1.0371
332.0 	1.8796 	2.8575 	1.0345
333.0 	1.8926 	2.8823 	1.0434
334.0 	1.8854 	2.8743 	1.0356
335.0 	1.8944 	2.8996 	1.0342
336.0 	1.9024 	2.9119 	1.0409
337.0 	1.9102 	2.9206 	1.0448
338.0 	1.9125 	2.9361 	1.0411
339.0 	1.9213 	2.9463 	1.0487
340.0 	1.9300 	2.9551 	1.0548
341.0 	1.9315 	2.9744 	1.0495
342.0 	1.9410 	2.9846 	1.0576
343.0 	1.9376 	2.9839 	1.0573
344.0 	1.9487 	3.0011 	1.0552
345.0 	1.9468 	3.0137 	1.0416
346.0 	1.9635 	3.0381 	1.0554
347.0 	1.9646 	3.0463 	1.0489
348.0 	1.9801 	3.0497 	1.0717
349.0 	1.9839 	3.0605 	1.0734
