60.953	100.1	25.255
61.086	100.11	25.155
61.621	100.22	24.985
61.755	100.09	25.071
62.289	100.12	24.661
62.557	100.51	24.616
62.824	100.31	24.533
62.958	100.38	24.551
63.091	100.58	24.432
63.225	100.6	24.455
63.492	100.38	24.307
63.626	100.57	24.49
63.893	100.68	24.576
64.027	100.95	24.24
64.161	100.9	24.483
64.294	100.93	24.431
64.428	101.13	24.595
64.562	101.17	24.767
64.695	101.37	24.688
64.829	101.18	24.812
64.963	101.09	24.806
65.096	101.1	24.817
65.23	101.12	25.09
65.364	101.15	24.953
65.497	101.16	24.988
65.765	101.27	24.882
65.898	101.29	24.826
66.032	101.33	24.72
66.166	101.19	24.564
66.299	101.23	24.484
66.433	101.47	24.585
66.567	101.64	24.63
66.7	101.63	24.77
66.834	101.43	24.978
66.968	101.45	24.869
67.101	101.49	24.946
67.235	101.47	24.963
67.369	101.3	24.932
67.502	101.27	24.899
68.171	101.09	24.754
68.304	101.35	24.798
68.438	101.54	24.972
68.572	101.26	25.119
68.705	101.11	25.106
68.839	101.27	25.107
69.24	101.53	25.009
69.374	101.6	25.176
69.507	101.49	25.075
69.775	101.57	25.04
69.908	101.54	25.088
70.042	101.38	25.263
70.176	101.43	25.383
70.443	101.69	25.62
70.71	101.78	25.447
70.844	101.9	25.408
70.978	101.9	25.393
71.111	101.8	25.398
71.245	102.09	24.505
71.379	101.79	25.57
71.512	102.08	25.586
71.646	102.11	25.622
71.78	102.13	25.54
71.913	102.35	25.625
72.047	102.5	25.628
72.181	102.4	25.636
72.314	102.34	25.646
72.448	102.27	25.592
72.582	102.34	25.564
72.715	102.19	25.787
72.849	102.54	25.717
72.983	102.48	25.714
73.116	102.48	25.748
73.25	102.5	25.724
73.384	102.62	25.578
73.651	102.77	25.176
73.918	102.8	25.126
74.186	102.76	25.137
74.319	102.81	24.914
74.453	102.79	24.91
74.72	102.67	24.919
74.854	102.75	24.924
74.988	103.07	25.024
75.121	103.27	25.104
75.255	103.24	24.963
75.389	103.04	25.104
75.522	103.2	25.001
75.656	103.17	24.915
75.79	103.2	25.001
75.923	103.37	25.239
76.057	103.41	25.239
76.191	103.56	25.192
76.324	103.46	25.103
76.725	103.26	25.246
76.859	103.3	25.135
76.993	103.42	24.897
77.126	103.26	24.926
77.26	103.18	25.063
77.394	103.12	24.993
77.527	103.14	24.945
77.661	103.12	25.003
77.795	103.13	24.874
77.928	103.12	24.896
78.062	102.92	24.784
78.196	102.94	24.699
78.329	103.19	24.883
78.597	103.14	25.069
78.73	103.29	24.972
78.864	103.34	24.921
78.998	103.46	24.871
79.131	103.29	24.979
79.265	103.19	25.182
79.399	103.2	25.291
79.532	103.23	25.275
79.666	102.98	25.235
79.8	103.03	25.316
79.933	103.23	25.403
80.067	103.2	25.462
80.201	103.15	25.357
80.468	103.1	25.129
80.602	102.94	24.977
80.735	102.81	24.968
81.136	102.75	24.86
81.27	102.63	24.705
81.404	102.47	24.621
81.537	102.45	24.288
81.671	102.42	24.384
81.805	102.38	24.645
81.938	102.64	24.543
82.339	102.16	24.569
82.473	102.05	24.588
82.607	102.04	24.715
82.74	101.85	24.783
82.874	101.84	25.049
83.008	101.89	24.929
83.141	101.73	24.807
83.275	101.92	24.581
83.409	101.84	24.575
83.543	101.85	24.395
83.676	101.79	24.505
83.81	101.94	24.546
83.944	101.98	24.563
84.077	101.84	24.156
84.211	101.76	24.165
84.345	101.83	24.305
84.478	101.92	24.1
84.612	101.82	24.254
84.746	101.98	24.425
84.879	102.17	24.437
85.013	102.13	24.57
85.28	102.03	24.658
85.414	102.23	24.627
85.548	102	24.707
85.681	102.03	24.741
85.815	101.78	24.664
85.949	101.82	24.701
86.082	101.81	24.919
86.216	101.79	24.99
86.35	101.79	25.021
86.483	101.8	25.043
86.617	101.73	25.071
86.884	101.93	24.999
87.152	102.23	24.821
87.285	102.12	24.825
87.419	102.19	24.78
87.553	101.95	24.606
87.686	101.97	24.49
87.954	102.13	24.722
88.087	102	24.579
88.221	102.03	24.64
88.355	101.82	24.581
88.488	101.82	24.556
88.622	101.87	24.684
88.756	102.06	24.741
88.889	102.39	24.899
89.157	102.44	25.083
89.29	102.46	25.09
89.424	102.56	25.047
89.558	102.4	25.059
89.691	102.31	25.028
89.825	102.36	25.064
89.959	102.46	25.278
90.092	102.4	25.127
90.36	102.34	25.023
90.493	102.11	25.058
90.627	102.16	25.038
90.761	102.24	25.227
90.894	102.17	25.062
91.028	102.11	25.036
91.162	102.18	25.01
91.429	102.23	24.748
91.563	102.23	24.83
91.696	102.28	24.838
91.83	102.38	24.938
91.964	102.48	24.812
92.097	102.07	25.553
94.37	101.64	24.785
94.503	101.61	24.786
94.637	101.68	24.617
94.771	101.51	24.595
94.904	101.97	24.697
95.038	102.16	24.757
95.172	102.11	25.182
95.305	102.17	25.217
95.439	102.18	25.045
95.573	102.07	25.113
95.706	102.17	25.029
95.84	102.11	24.804
95.974	102.1	24.66
96.107	102.23	24.821
96.241	102.25	24.832
97.979	102.44	24.998
98.112	102.16	25.05
98.246	102.07	25.16
98.38	102	25.324
98.513	101.99	25.265
98.647	102.27	25.085
98.781	102.18	24.977
99.048	102.11	25.088
99.182	102.01	25.121
99.315	102.19	25.036
99.449	102.16	25.066
99.583	101.98	25.152
99.716	101.99	25.357
99.85	101.9	25.321
99.984	102.15	25.327
100.25	102.37	25.587
100.38	102.37	25.605
100.52	102.58	25.556
100.65	102.62	25.665
100.79	102.6	25.538
100.92	102.59	25.622
101.05	102.7	25.759
101.19	102.69	25.7
101.32	102.7	25.818
101.59	102.93	25.45
101.72	102.86	25.589
101.86	103.01	25.815
101.99	102.94	25.805
102.12	103.09	25.951
102.26	103.22	25.877
102.52	103.36	25.969
102.79	103.03	25.891
102.92	102.87	25.851
103.06	103.04	25.925
103.19	102.94	25.964
103.33	102.95	25.848
103.46	102.96	26.063
103.59	102.83	26.064
103.73	102.85	26.017
103.86	102.92	26.037
103.99	102.91	25.997
104.13	102.82	25.884
104.26	102.67	25.837
104.39	102.72	25.727
104.53	102.7	25.819
104.93	102.63	25.567
105.06	102.77	25.394
105.2	102.76	25.591
105.33	102.68	25.375
105.46	102.59	25.446
105.6	102.64	25.404
105.87	102.54	25.359
106	102.79	25.509
106.13	102.89	25.692
106.27	102.94	25.737
106.4	102.86	25.59
106.53	102.98	25.685
106.67	102.95	25.755
106.8	102.77	25.765
106.93	102.63	25.848
107.07	102.64	25.792
107.2	102.6	25.72
107.34	102.57	25.63
107.47	102.56	25.481
107.6	102.6	25.534
107.74	102.49	25.754
107.87	102.41	25.645
108	102.4	25.619
108.14	102.35	25.606
108.54	102.67	25.26
108.67	102.78	25.179
108.81	102.66	25.012
108.94	102.79	24.818
109.07	103.03	24.915
109.21	103.11	24.795
109.34	102.99	24.645
109.47	103.12	24.72
109.61	102.93	24.742
109.74	102.91	24.71
109.88	103.06	24.801
110.14	103.25	24.737
110.28	103.2	24.832
110.41	103.15	24.893
110.54	102.98	24.877
110.68	102.89	24.759
110.81	102.94	24.839
110.94	103.1	24.782
111.21	103.04	24.846
111.35	103.32	25.018
111.48	102.97	24.906
111.61	103.06	24.709
111.75	103.06	24.666
111.88	102.9	24.757
112.01	102.96	24.921
112.28	102.66	24.841
112.41	102.59	24.897
112.68	102.64	24.804
112.82	102.49	24.868
112.95	102.5	24.945
114.82	102.67	24.851
114.95	102.62	24.673
115.09	102.54	24.867
115.36	102.45	24.857
115.49	102.59	24.928
115.62	102.51	24.999
115.89	102.72	24.688
116.02	102.67	24.735
116.16	103.26	24.727
116.29	103.14	24.738
116.42	103.04	24.898
116.56	102.65	24.782
116.83	103.02	24.882
116.96	103.21	24.827
117.09	103.27	24.894
117.23	103.43	25.154
117.36	103.04	25.228
117.63	103.4	25.443
117.9	103.04	25.278
118.03	102.95	25.293
118.16	103.07	25.222
118.3	102.86	25.175
120.43	102.16	24.617
121.1	102.6	24.601
121.24	102.61	24.943
121.37	102.77	25.097
121.5	102.46	24.633
121.64	102.35	24.596
122.31	102.58	24.92
122.44	102.25	24.903
122.57	102.19	24.916
124.98	102.94	25.68
125.25	103	25.807
125.38	103.08	25.834
125.51	102.73	25.807
125.65	102.59	25.78
126.05	102.81	25.652
126.18	102.81	25.644
