148.2	86.048	23.628
148.34	86.048	23.668
148.47	85.938	23.878
148.6	85.89	23.897
148.74	85.904	23.99
148.87	85.74	23.732
149	85.991	23.983
149.14	85.958	24.015
149.27	85.978	23.961
149.41	85.983	23.965
149.54	86.043	23.813
149.67	86.044	23.587
149.81	86.19	23.58
149.94	86.146	23.605
150.07	86.09	23.537
150.21	86.183	23.524
150.34	86.12	23.572
150.47	86.037	23.598
150.61	86.141	23.565
150.74	86.145	23.554
150.87	86.15	23.592
151.01	86.062	23.594
151.14	85.984	23.866
151.27	85.96	23.964
151.41	85.996	23.913
151.54	86.036	23.904
151.68	86.009	23.903
151.81	85.901	24.01
151.94	85.961	23.913
152.08	85.851	24.231
152.21	85.779	24.282
152.34	85.767	24.266
152.48	85.671	24.444
152.61	85.815	24.368
152.74	85.711	24.502
152.88	85.843	24.123
153.14	85.666	24.215
153.28	85.712	24.19
153.41	85.673	24.201
153.54	85.688	24.175
153.68	85.681	24.245
153.81	85.713	24.201
153.95	85.648	24.352
154.08	85.612	24.358
154.21	85.642	24.48
154.35	85.566	24.347
154.48	85.681	24.248
154.61	85.515	24.399
154.75	85.51	24.414
154.88	85.545	24.359
155.01	85.753	24.383
155.15	85.531	24.966
155.28	85.535	25.136
155.41	85.435	25.458
155.55	85.363	25.176
155.68	85.4	25.132
155.81	85.331	24.946
155.95	85.469	24.873
156.08	85.44	25.107
156.21	85.564	24.945
156.35	85.256	25.052
156.48	85.287	25.199
156.62	85.228	25.201
156.75	85.341	25.14
156.88	85.54	24.88
157.02	85.464	24.694
157.28	85.488	24.687
157.42	85.634	24.542
157.55	85.764	24.515
157.68	85.597	24.66
157.82	85.623	24.6
157.95	85.76	24.59
158.08	85.767	24.495
158.22	85.742	24.581
158.35	85.755	24.518
158.48	85.534	24.405
158.62	85.683	24.295
158.75	85.661	24.532
158.89	85.41	24.654
159.02	85.456	24.629
159.15	85.372	24.756
159.29	85.419	24.784
159.42	85.308	24.892
159.55	85.406	24.98
159.69	85.669	24.741
159.82	85.632	24.685
159.95	85.654	24.674
160.09	85.622	24.671
160.22	85.673	24.696
160.35	85.56	24.793
160.49	85.662	24.693
160.62	85.667	24.713
160.75	85.675	24.685
160.89	85.573	24.845
161.02	85.482	25.019
161.16	85.383	25.028
161.29	85.215	25.243
161.42	85.181	25.132
161.56	85.469	24.99
161.69	85.528	25.15
161.82	85.375	25.402
161.96	85.208	25.574
162.09	85.363	25.508
162.22	85.35	25.348
162.36	85.306	25.491
162.62	85.304	25.442
162.76	85.301	25.332
162.89	85.214	25.312
163.02	85.285	25.572
163.16	85.266	25.562
163.29	85.166	25.433
163.42	85.217	25.445
163.56	85.233	25.499
163.69	85.14	25.578
163.83	85.14	25.551
163.96	85.303	25.532
164.09	85.366	25.366
164.23	85.398	25.446
164.36	85.324	25.564
164.49	85.252	25.316
164.63	85.309	25.586
164.76	85.375	25.474
164.89	85.228	25.489
165.03	85.058	25.418
165.16	85.12	25.645
165.29	85.074	25.732
165.43	85.245	25.802
165.56	85.253	25.797
165.69	85.191	25.636
165.83	85.251	25.558
165.96	85.317	25.405
166.1	85.352	25.404
166.23	85.456	25.26
166.36	85.447	25.123
166.5	85.331	25.137
166.63	85.202	25.563
166.76	85.307	25.561
166.9	85.087	25.779
167.03	85.174	25.706
167.16	85.181	25.61
167.3	85.242	25.566
167.43	85.173	25.738
167.56	85.126	25.799
167.7	84.889	26.021
167.83	84.866	26.042
167.96	84.884	26.086
168.1	84.938	26.12
168.23	84.869	26.056
168.36	84.847	26.14
168.5	84.855	26.044
168.63	84.98	25.911
168.77	84.897	26.002
168.9	85.064	25.988
169.03	84.907	25.99
169.17	84.908	25.864
169.3	85.089	26.185
169.43	84.922	26.236
169.57	84.834	26.585
169.7	84.693	26.784
169.83	84.592	26.818
169.97	84.537	26.827
170.1	84.718	26.716
170.23	84.814	26.64
170.37	84.825	26.416
170.5	84.604	26.541
170.63	84.811	26.454
170.77	84.802	26.506
170.9	84.91	26.38
171.04	84.887	26.438
171.17	84.86	26.468
171.3	84.77	26.617
171.44	84.723	26.784
171.57	84.758	26.728
171.7	84.757	26.785
171.84	84.821	26.743
171.97	84.967	26.328
172.1	84.794	26.507
172.24	84.839	26.584
172.37	84.843	26.493
172.5	84.779	26.633
172.64	84.811	26.554
172.77	84.837	26.54
172.9	84.868	26.401
173.04	84.909	26.393
173.17	84.862	26.365
173.31	84.912	26.304
173.44	84.732	26.218
173.57	84.843	26.21
